dt,temp,humidity,feels_like,rain_1h,weather_code,pressure,grnd_level,clouds_all,wind_speed
2023-04-04T21:00,12.6,67,10.6,0.00,0,1017.0,993.9,2,8.0
2023-04-04T22:00,11.7,68,9.5,0.00,0,1017.5,994.3,1,8.7
2023-04-04T23:00,9.7,77,7.5,0.00,0,1017.9,994.5,0,8.0
2023-04-05T00:00,8.4,75,5.8,0.00,0,1018.4,994.9,0,9.2
2023-04-05T01:00,8.8,65,5.7,0.00,0,1018.5,995.0,0,9.8
2023-04-05T02:00,9.3,52,5.7,0.00,0,1018.3,994.9,0,9.8
2023-04-05T03:00,8.9,47,5.2,0.00,1,1018.2,994.7,28,9.4
2023-04-05T04:00,8.7,44,4.8,0.00,1,1018.1,994.6,22,9.5
2023-04-05T05:00,8.3,43,4.4,0.00,1,1018.3,994.8,20,9.1
2023-04-05T06:00,7.6,42,3.7,0.00,0,1018.2,994.6,10,8.4
2023-04-05T07:00,8.6,47,5.0,0.00,0,1018.7,995.2,2,8.0
2023-04-05T08:00,11.9,44,8.5,0.00,0,1019.2,995.9,0,8.3
2023-04-05T09:00,14.4,47,12.0,0.00,0,1019.1,996.0,0,5.5
2023-04-05T10:00,16.6,44,14.7,0.00,0,1019.3,996.4,0,5.8
2023-04-05T11:00,18.3,41,17.5,0.00,0,1019.2,996.4,6,4.7
2023-04-05T12:00,20.1,34,19.3,0.00,0,1018.6,996.0,10,6.8
2023-04-05T13:00,21.0,30,20.8,0.00,1,1018.1,995.6,27,3.9
2023-04-05T14:00,21.5,31,21.6,0.00,1,1017.5,995.0,43,1.8
2023-04-05T15:00,21.4,37,20.3,0.00,1,1017.0,994.5,30,6.3
2023-04-05T16:00,20.9,42,19.4,0.00,1,1016.4,993.9,34,6.1
2023-04-05T17:00,20.1,52,19.0,0.00,1,1016.5,994.0,33,7.8
2023-04-05T18:00,18.2,68,17.7,0.00,1,1016.6,993.9,31,8.1
2023-04-05T19:00,15.3,74,14.5,0.00,1,1016.9,994.0,29,6.9
2023-04-05T20:00,13.2,73,11.7,0.00,1,1017.3,994.2,50,7.6
2023-04-05T21:00,12.5,70,10.6,0.00,1,1017.7,994.5,30,7.6
2023-04-05T22:00,12.0,71,10.2,0.00,1,1017.6,994.4,28,7.2
2023-04-05T23:00,10.6,78,8.8,0.00,0,1017.3,994.0,7,7.1
2023-04-06T00:00,9.4,82,7.3,0.00,0,1017.2,993.8,3,8.3
2023-04-06T01:00,8.6,83,6.8,0.00,0,1017.1,993.6,0,5.2
2023-04-06T02:00,7.5,85,5.6,0.00,0,1016.7,993.1,0,5.2
2023-04-06T03:00,6.6,88,4.5,0.00,0,1016.4,992.8,0,5.2
2023-04-06T04:00,5.6,91,3.6,0.00,0,1016.5,992.8,0,4.7
2023-04-06T05:00,5.2,89,3.0,0.00,0,1016.5,992.8,0,5.2
2023-04-06T06:00,5.4,83,2.7,0.00,0,1016.7,993.0,0,7.1
2023-04-06T07:00,8.3,73,6.1,0.00,0,1017.3,993.8,0,5.5
2023-04-06T08:00,12.6,63,10.6,0.00,0,1017.7,994.5,0,6.8
2023-04-06T09:00,16.2,63,15.4,0.00,0,1017.8,994.9,0,4.0
2023-04-06T10:00,18.9,51,17.8,0.00,0,1017.9,995.2,0,6.5
2023-04-06T11:00,20.6,43,20.0,0.00,0,1018.0,995.5,0,8.0
2023-04-06T12:00,22.0,39,22.5,0.00,0,1017.4,995.0,0,4.7
2023-04-06T13:00,23.0,34,23.3,0.00,0,1016.8,994.5,0,5.0
2023-04-06T14:00,23.5,32,23.8,0.00,0,1016.2,993.9,0,4.0
2023-04-06T15:00,23.9,31,23.6,0.00,0,1015.6,993.4,0,3.8
2023-04-06T16:00,24.0,30,23.1,0.00,0,1015.1,992.9,0,2.1
2023-04-06T17:00,23.7,33,22.6,0.00,0,1015.0,992.8,3,1.6
2023-04-06T18:00,21.1,63,21.6,0.00,0,1014.6,992.2,0,5.4
2023-04-06T19:00,16.1,78,15.4,0.00,0,1014.8,992.0,2,9.8
2023-04-06T20:00,14.4,76,12.9,0.00,0,1015.2,992.2,0,10.7
2023-04-06T21:00,13.3,74,11.6,0.00,0,1015.7,992.6,0,9.2
2023-04-06T22:00,12.5,76,11.0,0.00,0,1015.5,992.4,0,7.4
2023-04-06T23:00,11.3,82,9.9,0.00,0,1015.3,992.1,0,6.6
2023-04-07T00:00,9.5,85,7.9,0.00,0,1014.9,991.6,0,5.5
2023-04-07T01:00,9.0,83,7.4,0.00,0,1014.7,991.3,0,4.7
2023-04-07T02:00,8.3,83,6.5,0.00,0,1014.3,990.9,0,5.1
2023-04-07T03:00,7.9,82,5.9,0.00,0,1014.1,990.6,3,5.9
2023-04-07T04:00,7.6,80,5.5,0.00,0,1013.9,990.4,3,5.8
2023-04-07T05:00,7.4,79,5.1,0.00,1,1013.9,990.4,29,6.1
2023-04-07T06:00,7.4,76,4.9,0.00,0,1013.8,990.3,15,6.5
2023-04-07T07:00,9.5,70,7.2,0.00,0,1014.3,991.0,11,7.0
2023-04-07T08:00,13.6,61,11.7,0.00,1,1014.6,991.6,21,7.2
2023-04-07T09:00,17.4,61,16.4,0.00,1,1014.7,992.0,22,6.1
2023-04-07T10:00,20.4,48,18.9,0.00,0,1014.7,992.2,20,9.7
2023-04-07T11:00,21.9,39,20.5,0.00,1,1014.8,992.4,29,12.1
2023-04-07T12:00,23.1,35,22.2,0.00,0,1014.3,992.0,15,10.6
2023-04-07T13:00,23.7,34,23.6,0.00,1,1014.0,991.8,21,8.6
2023-04-07T14:00,23.7,37,23.4,0.00,1,1013.6,991.4,22,10.0
2023-04-07T15:00,23.2,35,22.1,0.00,1,1013.4,991.2,29,10.5
2023-04-07T16:00,22.4,37,20.6,0.00,1,1013.3,991.0,30,9.7
2023-04-07T17:00,21.0,45,19.6,0.00,1,1013.6,991.2,30,6.7
2023-04-07T18:00,19.5,71,20.5,0.00,1,1013.7,991.2,23,2.5
2023-04-07T19:00,19.2,52,18.3,0.00,1,1013.8,991.2,23,5.1
2023-04-07T20:00,17.4,58,16.2,0.00,1,1014.4,991.7,26,6.2
2023-04-07T21:00,16.1,62,15.3,0.00,0,1015.1,992.3,18,3.7
2023-04-07T22:00,15.2,65,14.3,0.00,1,1015.5,992.6,25,4.0
2023-04-07T23:00,14.4,67,13.4,0.00,0,1015.3,992.3,20,4.0
2023-04-08T00:00,14.2,62,12.9,0.00,1,1015.2,992.2,30,3.2
2023-04-08T01:00,13.2,63,11.7,0.00,1,1015.3,992.2,29,4.1
2023-04-08T02:00,11.8,64,10.0,0.00,1,1014.8,991.6,30,4.7
2023-04-08T03:00,9.5,70,7.1,0.00,1,1014.6,991.3,29,6.9
2023-04-08T04:00,8.2,72,5.6,0.00,0,1014.3,990.9,6,7.4
2023-04-08T05:00,7.3,74,4.9,0.00,1,1014.2,990.7,30,5.5
2023-04-08T06:00,6.7,78,4.4,0.00,1,1014.4,990.8,30,5.1
2023-04-08T07:00,8.6,77,6.6,0.00,1,1015.2,991.8,26,4.7
2023-04-08T08:00,12.9,77,12.0,0.00,1,1015.6,992.5,23,4.7
2023-04-08T09:00,17.5,67,17.6,0.00,0,1015.7,993.0,19,2.4
2023-04-08T10:00,21.1,56,21.4,0.00,0,1015.9,993.4,4,4.0
2023-04-08T11:00,23.3,44,23.4,0.00,0,1015.8,993.5,12,8.3
2023-04-08T12:00,24.8,36,24.6,0.00,1,1015.2,993.0,30,10.2
2023-04-08T13:00,25.5,32,25.7,0.00,1,1014.8,992.7,30,7.1
2023-04-08T14:00,24.3,46,24.4,0.00,1,1014.8,992.6,30,14.1
2023-04-08T15:00,22.7,53,22.2,0.00,1,1015.1,992.8,31,16.0
2023-04-08T16:00,22.1,47,21.0,0.00,1,1015.3,992.9,24,9.7
2023-04-08T17:00,21.7,46,20.7,0.00,0,1015.3,992.9,15,5.9
2023-04-08T18:00,20.4,69,21.5,0.00,1,1015.3,992.8,30,2.6
2023-04-08T19:00,16.5,73,16.0,0.00,1,1015.6,992.8,30,6.9
2023-04-08T20:00,14.1,82,13.4,0.00,1,1016.1,993.1,26,7.6
2023-04-08T21:00,12.1,89,11.1,0.00,1,1017.0,993.8,24,8.0
2023-04-08T22:00,11.3,91,10.4,0.00,1,1017.5,994.2,29,5.9
2023-04-08T23:00,11.4,88,10.3,0.00,0,1017.5,994.2,8,6.5
2023-04-09T00:00,12.4,77,11.1,0.00,0,1017.6,994.4,0,5.8
2023-04-09T01:00,14.6,64,13.5,0.00,0,1017.7,994.7,0,3.6
2023-04-09T02:00,14.1,64,13.0,0.00,0,1018.1,995.1,0,3.2
2023-04-09T03:00,13.3,67,12.0,0.00,0,1018.1,995.0,0,4.0
2023-04-09T04:00,12.5,67,11.2,0.00,1,1018.3,995.1,24,3.2
2023-04-09T05:00,12.2,67,10.6,0.00,0,1018.7,995.5,18,4.2
2023-04-09T06:00,12.4,63,10.5,0.00,0,1019.0,995.8,6,5.2
2023-04-09T07:00,12.3,65,10.7,0.00,0,1019.5,996.3,16,4.3
2023-04-09T08:00,14.6,66,14.0,0.00,1,1020.1,997.0,25,1.1
2023-04-09T09:00,16.7,65,16.4,0.00,1,1020.8,997.9,29,2.6
2023-04-09T10:00,18.4,61,18.5,0.00,1,1021.2,998.4,26,3.3
2023-04-09T11:00,19.9,55,20.4,0.00,1,1021.5,998.8,29,6.5
2023-04-09T12:00,20.6,54,21.6,0.00,1,1021.4,998.8,24,6.7
2023-04-09T13:00,21.1,53,22.0,0.00,0,1021.2,998.6,18,9.3
2023-04-09T14:00,20.8,52,20.9,0.00,1,1021.4,998.8,30,11.9
2023-04-09T15:00,20.0,53,19.2,0.00,1,1021.5,998.8,30,12.2
2023-04-09T16:00,19.1,55,17.3,0.00,1,1021.8,999.1,30,12.2
2023-04-09T17:00,18.0,59,16.5,0.00,1,1022.1,999.3,30,10.5
2023-04-09T18:00,16.5,67,15.5,0.00,1,1022.3,999.3,30,8.0
2023-04-09T19:00,13.8,80,13.2,0.00,1,1022.4,999.2,30,5.5
2023-04-09T20:00,11.4,92,10.8,0.00,1,1023.1,999.7,30,5.1
2023-04-09T21:00,10.4,95,9.7,0.00,1,1023.8,1000.3,23,4.9
2023-04-09T22:00,9.2,98,8.1,0.00,1,1024.5,1000.9,23,5.7
2023-04-09T23:00,10.4,98,10.0,0.00,1,1024.6,1001.1,27,3.0
2023-04-10T00:00,8.6,99,7.5,0.00,1,1024.5,1000.9,23,5.2
2023-04-10T01:00,7.8,100,6.3,0.00,3,1024.3,1000.6,100,6.2
2023-04-10T02:00,8.1,100,7.1,0.00,3,1024.2,1000.5,100,3.9
2023-04-10T03:00,8.1,100,7.2,0.00,3,1024.3,1000.6,100,3.3
2023-04-10T04:00,8.7,99,8.0,0.00,3,1024.6,1001.0,100,3.0
2023-04-10T05:00,8.7,99,8.0,0.00,3,1025.2,1001.6,98,2.4
2023-04-10T06:00,9.1,100,8.5,0.00,3,1025.7,1002.1,100,2.7
2023-04-10T07:00,9.9,98,9.1,0.00,3,1026.0,1002.4,100,5.2
2023-04-10T08:00,12.2,91,11.9,0.00,3,1026.3,1002.9,100,3.2
2023-04-10T09:00,13.6,85,13.7,0.00,3,1027.1,1003.8,100,1.5
2023-04-10T10:00,14.5,82,14.3,0.00,3,1027.3,1004.1,100,4.9
2023-04-10T11:00,15.5,79,15.4,0.10,51,1027.3,1004.1,93,4.7
2023-04-10T12:00,16.5,74,16.0,0.10,51,1027.0,1003.9,97,7.8
2023-04-10T13:00,17.9,66,17.0,0.20,51,1026.6,1003.7,100,10.4
2023-04-10T14:00,18.2,66,17.1,0.10,51,1026.6,1003.7,100,11.4
2023-04-10T15:00,18.4,65,17.1,0.00,3,1026.3,1003.4,100,12.4
2023-04-10T16:00,18.2,65,16.9,0.00,3,1026.0,1003.1,90,12.8
2023-04-10T17:00,17.4,69,15.8,0.00,3,1026.3,1003.3,92,14.7
2023-04-10T18:00,16.2,74,14.7,0.00,1,1026.4,1003.3,23,13.9
2023-04-10T19:00,14.2,83,13.3,0.00,1,1026.4,1003.2,29,9.2
2023-04-10T20:00,12.6,91,11.8,0.00,1,1027.0,1003.6,32,8.0
2023-04-10T21:00,11.4,94,10.8,0.00,2,1027.8,1004.3,51,5.5
2023-04-10T22:00,10.8,95,10.0,0.00,2,1027.7,1004.2,78,6.1
2023-04-10T23:00,12.1,91,11.9,0.00,2,1027.6,1004.2,70,2.7
2023-04-11T00:00,12.0,91,12.1,0.00,2,1027.1,1003.7,74,0.8
2023-04-11T01:00,11.5,94,11.2,0.00,2,1026.8,1003.3,79,3.4
2023-04-11T02:00,9.9,99,9.5,0.00,1,1026.2,1002.6,36,3.1
2023-04-11T03:00,10.2,100,9.9,0.00,3,1025.6,1002.1,100,2.8
2023-04-11T04:00,10.5,100,10.0,0.00,3,1025.4,1001.9,94,4.7
2023-04-11T05:00,10.7,98,10.1,0.00,3,1025.0,1001.5,100,4.8
2023-04-11T06:00,11.1,96,11.1,0.00,3,1024.9,1001.5,91,1.8
2023-04-11T07:00,11.6,95,11.6,0.00,3,1025.1,1001.7,90,1.5
2023-04-11T08:00,12.2,93,12.2,0.00,3,1025.3,1001.9,90,2.4
2023-04-11T09:00,13.1,87,13.0,0.00,3,1025.1,1001.8,100,2.9
2023-04-11T10:00,14.6,78,14.4,0.10,51,1024.9,1001.7,100,3.1
2023-04-11T11:00,16.3,68,15.5,0.10,51,1024.6,1001.6,50,6.0
2023-04-11T12:00,17.5,62,16.6,0.00,3,1024.2,1001.3,86,8.4
2023-04-11T13:00,18.1,58,17.3,0.00,3,1023.4,1000.5,89,11.5
2023-04-11T14:00,18.1,59,17.4,0.00,2,1023.1,1000.3,55,14.7
2023-04-11T15:00,17.1,65,15.7,0.00,2,1022.9,1000.0,59,15.6
2023-04-11T16:00,16.3,66,14.3,0.00,3,1022.4,999.4,98,13.6
2023-04-11T17:00,15.6,67,13.6,0.00,1,1022.2,999.2,50,13.1
2023-04-11T18:00,14.6,69,12.7,0.00,3,1022.0,998.9,100,12.0
2023-04-11T19:00,13.6,75,11.9,0.00,2,1021.8,998.6,52,10.1
2023-04-11T20:00,12.5,82,11.3,0.00,2,1021.9,998.6,74,7.4
2023-04-11T21:00,11.6,87,10.8,0.00,1,1022.2,998.9,35,5.1
2023-04-11T22:00,10.8,91,9.9,0.00,2,1021.9,998.5,53,5.2
2023-04-11T23:00,10.6,93,9.7,0.00,2,1021.4,998.0,79,5.4
2023-04-12T00:00,10.9,93,9.9,0.00,2,1020.8,997.4,72,6.5
2023-04-12T01:00,11.3,91,10.2,0.00,3,1020.2,996.9,98,7.2
2023-04-12T02:00,12.1,86,10.5,0.10,51,1019.2,996.0,100,10.6
2023-04-12T03:00,12.4,88,10.9,0.30,51,1018.7,995.5,100,11.6
2023-04-12T04:00,12.6,90,10.7,0.60,53,1018.3,995.1,100,15.5
2023-04-12T05:00,12.9,90,10.8,0.30,51,1018.0,994.9,100,16.7
2023-04-12T06:00,12.6,94,10.6,0.40,51,1017.4,994.2,100,17.0
2023-04-12T07:00,12.3,94,10.8,2.10,61,1017.9,994.7,100,13.9
2023-04-12T08:00,11.8,91,10.4,0.70,53,1018.3,995.1,100,10.9
2023-04-12T09:00,11.7,90,9.7,1.10,55,1019.1,995.8,100,14.3
2023-04-12T10:00,11.7,80,9.3,0.10,51,1019.6,996.3,100,13.7
2023-04-12T11:00,12.2,74,9.5,0.00,2,1020.1,996.8,78,14.7
2023-04-12T12:00,12.6,74,9.9,0.00,1,1019.6,996.4,43,16.4
2023-04-12T13:00,14.4,63,12.1,0.10,51,1019.6,996.5,45,17.6
2023-04-12T14:00,14.3,59,11.0,0.00,2,1019.8,996.7,52,19.9
2023-04-12T15:00,14.0,58,10.3,0.00,3,1019.8,996.7,92,19.9
2023-04-12T16:00,13.2,57,9.3,0.00,1,1020.1,996.9,23,18.6
2023-04-12T17:00,12.8,57,8.7,0.00,1,1020.6,997.4,43,18.9
2023-04-12T18:00,11.7,59,7.7,0.00,1,1020.8,997.5,21,17.7
2023-04-12T19:00,10.3,65,7.0,0.00,0,1021.3,997.9,11,13.0
2023-04-12T20:00,9.1,71,6.5,0.00,1,1022.0,998.5,35,8.7
2023-04-12T21:00,7.8,79,5.7,0.00,0,1022.7,999.0,10,5.7
2023-04-12T22:00,7.2,82,5.1,0.00,1,1022.9,999.2,30,5.9
2023-04-12T23:00,7.3,82,5.0,0.00,2,1022.8,999.1,58,6.1
2023-04-13T00:00,6.5,88,4.1,0.00,1,1022.7,998.9,49,7.4
2023-04-13T01:00,5.8,90,3.4,0.00,2,1022.9,999.1,54,6.9
2023-04-13T02:00,5.9,90,3.6,0.00,2,1022.6,998.8,58,6.7
2023-04-13T03:00,7.5,82,5.5,0.00,2,1022.3,998.6,67,5.1
2023-04-13T04:00,7.4,82,5.7,0.00,3,1022.4,998.7,100,3.1
2023-04-13T05:00,7.3,82,5.7,0.00,3,1022.4,998.7,100,1.8
2023-04-13T06:00,7.1,84,5.4,0.00,3,1022.9,999.2,100,2.8
2023-04-13T07:00,7.6,85,5.8,0.00,3,1023.4,999.7,100,4.1
2023-04-13T08:00,9.1,81,7.7,0.00,3,1023.8,1000.2,97,3.3
2023-04-13T09:00,10.6,74,9.2,0.00,3,1023.8,1000.3,100,3.6
2023-04-13T10:00,12.0,67,10.3,0.10,51,1024.0,1000.6,46,5.0
2023-04-13T11:00,13.7,54,10.5,0.00,3,1023.9,1000.7,100,12.7
2023-04-13T12:00,13.3,57,9.2,0.00,3,1024.4,1001.1,100,19.5
2023-04-13T13:00,13.6,56,9.7,0.00,3,1023.7,1000.5,100,18.3
2023-04-13T14:00,13.7,57,9.7,0.00,3,1023.8,1000.6,100,20.3
2023-04-13T15:00,13.1,60,9.2,0.00,3,1023.4,1000.1,100,19.2
2023-04-13T16:00,12.6,64,9.0,0.00,3,1023.4,1000.1,100,17.9
2023-04-13T17:00,12.1,70,9.5,0.10,51,1023.3,1000.0,100,12.2
2023-04-13T18:00,11.8,74,10.3,0.00,3,1023.4,1000.0,100,6.1
2023-04-13T19:00,11.5,84,10.8,0.00,3,1023.1,999.7,100,3.1
2023-04-13T20:00,11.8,74,10.9,0.00,3,1023.4,1000.0,100,1.5
2023-04-13T21:00,11.8,75,11.0,0.00,3,1023.7,1000.3,100,1.1
2023-04-13T22:00,10.7,84,9.4,0.00,3,1023.7,1000.2,100,6.1
2023-04-13T23:00,11.2,74,9.8,0.00,3,1023.2,999.8,100,4.0
2023-04-14T00:00,10.5,77,8.9,0.00,3,1022.5,999.1,100,4.8
2023-04-14T01:00,10.4,79,8.7,0.10,51,1022.6,999.1,100,5.8
2023-04-14T02:00,10.4,81,8.9,0.30,51,1022.2,998.8,100,5.9
2023-04-14T03:00,10.5,84,9.0,0.30,51,1021.6,998.2,100,6.6
2023-04-14T04:00,10.8,86,9.3,0.10,51,1021.1,997.7,100,7.7
2023-04-14T05:00,11.3,90,9.9,0.40,51,1020.9,997.6,100,9.4
2023-04-14T06:00,11.8,90,10.2,0.10,51,1020.8,997.5,100,11.9
2023-04-14T07:00,12.0,91,10.6,0.10,51,1021.1,997.8,100,10.8
2023-04-14T08:00,12.3,92,10.5,0.70,53,1021.2,997.9,100,14.7
2023-04-14T09:00,13.1,92,10.9,0.30,51,1021.4,998.2,100,19.1
2023-04-14T10:00,13.2,93,11.5,0.60,53,1021.6,998.4,100,16.3
2023-04-14T11:00,13.4,94,11.4,0.60,53,1022.0,998.8,100,18.8
2023-04-14T12:00,13.7,91,11.6,0.40,51,1022.4,999.2,100,19.3
2023-04-14T13:00,14.2,89,12.1,0.50,53,1022.0,998.9,100,19.7
2023-04-14T14:00,14.8,88,13.1,0.20,51,1022.0,998.9,100,17.7
2023-04-14T15:00,14.4,93,13.1,0.10,51,1021.9,998.8,100,15.6
2023-04-14T16:00,15.2,84,13.6,0.20,51,1021.6,998.6,100,17.2
2023-04-14T17:00,15.1,81,13.7,0.10,51,1021.9,998.8,37,14.3
2023-04-14T18:00,14.6,82,13.4,0.00,0,1022.1,999.0,4,12.0
2023-04-14T19:00,12.9,85,11.9,0.00,0,1022.4,999.2,10,7.9
2023-04-14T20:00,10.0,92,8.7,0.00,1,1022.9,999.4,29,7.4
2023-04-14T21:00,9.1,93,7.6,0.00,1,1023.7,1000.1,29,7.4
2023-04-14T22:00,10.9,90,9.8,0.00,1,1024.2,1000.8,27,6.0
2023-04-14T23:00,10.7,91,9.9,0.00,0,1024.3,1000.8,5,4.0
2023-04-15T00:00,10.8,91,10.4,0.00,0,1024.5,1001.0,11,1.8
2023-04-15T01:00,10.2,91,9.3,0.00,0,1024.6,1001.1,10,4.1
2023-04-15T02:00,7.0,97,5.1,0.00,0,1024.4,1000.6,14,6.9
2023-04-15T03:00,7.0,99,5.5,0.00,0,1024.4,1000.6,20,5.4
2023-04-15T04:00,7.1,99,5.8,0.00,0,1024.3,1000.5,8,4.2
2023-04-15T05:00,6.9,100,5.5,0.00,3,1024.2,1000.4,90,4.2
2023-04-15T06:00,6.7,100,5.2,0.00,3,1024.0,1000.2,98,4.4
2023-04-15T07:00,7.4,97,6.1,0.00,1,1024.6,1000.9,47,3.7
2023-04-15T08:00,9.4,93,8.7,0.00,1,1025.1,1001.5,26,2.2
2023-04-15T09:00,11.8,86,11.5,0.00,0,1025.3,1001.9,4,1.4
2023-04-15T10:00,14.7,76,14.9,0.00,0,1025.2,1002.0,0,1.8
2023-04-15T11:00,17.5,66,17.6,0.00,0,1025.0,1002.1,1,9.8
2023-04-15T12:00,19.4,63,19.1,0.00,0,1024.6,1001.8,12,13.6
2023-04-15T13:00,19.5,62,18.5,0.00,0,1024.3,1001.5,4,14.5
2023-04-15T14:00,20.2,58,19.5,0.00,0,1024.1,1001.4,1,16.1
2023-04-15T15:00,20.3,55,19.2,0.00,0,1023.7,1001.0,0,15.7
2023-04-15T16:00,20.7,52,19.0,0.00,0,1023.0,1000.3,5,14.7
2023-04-15T17:00,19.8,60,17.9,0.00,0,1022.8,1000.1,4,16.7
2023-04-15T18:00,18.7,67,17.3,0.00,0,1022.7,999.9,0,14.5
2023-04-15T19:00,16.0,82,14.6,0.00,0,1022.6,999.6,1,16.3
2023-04-15T20:00,14.1,92,12.8,0.00,0,1023.2,1000.0,1,14.6
2023-04-15T21:00,13.4,93,12.4,0.00,0,1023.9,1000.7,0,11.4
2023-04-15T22:00,12.7,93,11.9,0.00,0,1023.7,1000.4,0,8.6
2023-04-15T23:00,11.7,95,11.0,0.00,0,1023.4,1000.0,0,7.5
2023-04-16T00:00,11.2,93,10.2,0.00,0,1022.8,999.4,0,7.0
2023-04-16T01:00,9.5,94,8.4,0.00,0,1022.4,998.9,0,5.7
2023-04-16T02:00,8.3,94,6.9,0.00,0,1021.9,998.3,0,5.3
2023-04-16T03:00,7.9,91,5.9,0.00,0,1021.6,998.0,0,7.4
2023-04-16T04:00,8.3,86,6.0,0.00,0,1021.6,998.0,0,9.0
2023-04-16T05:00,8.9,82,6.6,0.00,0,1021.3,997.8,0,9.0
2023-04-16T06:00,9.5,79,7.3,0.00,0,1021.3,997.8,0,8.1
2023-04-16T07:00,12.3,72,10.4,0.00,0,1021.4,998.1,0,9.2
2023-04-16T08:00,15.3,71,13.8,0.00,0,1021.2,998.2,0,10.7
2023-04-16T09:00,17.8,62,16.2,0.00,0,1020.9,998.1,0,11.6
2023-04-16T10:00,19.7,56,18.4,0.00,0,1021.0,998.3,0,13.0
2023-04-16T11:00,21.2,51,21.0,0.00,0,1020.9,998.3,0,11.9
2023-04-16T12:00,22.6,46,23.4,0.00,0,1020.4,998.0,0,8.3
2023-04-16T13:00,23.5,44,25.0,0.00,0,1019.8,997.4,0,5.8
2023-04-16T14:00,24.2,42,25.9,0.00,0,1019.1,996.8,7,4.0
2023-04-16T15:00,24.6,41,25.9,0.00,0,1018.3,996.0,6,2.8
2023-04-16T16:00,24.6,43,24.7,0.00,0,1017.5,995.3,6,5.8
2023-04-16T17:00,23.8,49,23.1,0.00,0,1017.0,994.7,7,9.8
2023-04-16T18:00,22.3,63,22.7,0.00,0,1016.7,994.3,8,9.0
2023-04-16T19:00,19.5,73,19.8,0.00,0,1016.6,994.0,0,8.7
2023-04-16T20:00,17.0,82,17.1,0.00,0,1016.8,994.0,0,8.0
2023-04-16T21:00,15.3,87,15.3,0.00,0,1016.9,994.0,0,7.2
2023-04-16T22:00,14.0,89,13.8,0.00,0,1016.4,993.4,3,6.8
2023-04-16T23:00,12.6,90,12.1,0.00,0,1016.1,993.0,5,5.8
2023-04-17T00:00,11.7,89,10.8,0.00,0,1016.2,993.0,8,6.5
2023-04-17T01:00,11.9,81,10.6,0.00,0,1015.9,992.7,19,6.8
2023-04-17T02:00,11.5,80,10.0,0.00,0,1015.7,992.5,5,7.1
2023-04-17T03:00,11.7,75,9.8,0.00,0,1015.6,992.4,6,8.3
2023-04-17T04:00,12.5,67,10.3,0.00,1,1015.5,992.4,29,9.0
2023-04-17T05:00,13.1,58,10.5,0.00,0,1015.4,992.3,18,9.7
2023-04-17T06:00,13.3,52,10.3,0.00,1,1015.7,992.6,30,10.4
2023-04-17T07:00,14.8,53,12.2,0.00,1,1016.0,993.1,30,10.4
2023-04-17T08:00,17.7,52,15.3,0.00,0,1015.9,993.2,18,12.2
2023-04-17T09:00,20.4,46,18.2,0.00,0,1016.0,993.5,11,13.0
2023-04-17T10:00,22.0,40,19.7,0.00,0,1015.9,993.5,9,14.8
2023-04-17T11:00,23.3,39,22.1,0.00,0,1015.7,993.4,13,13.9
2023-04-17T12:00,24.8,36,24.6,0.00,1,1015.1,992.9,30,11.0
2023-04-17T13:00,25.3,34,25.8,0.00,1,1014.5,992.4,30,5.4
2023-04-17T14:00,25.5,33,26.2,0.00,1,1014.1,992.0,30,2.5
2023-04-17T15:00,25.8,36,26.0,0.00,1,1013.4,991.3,30,5.4
2023-04-17T16:00,25.5,39,24.4,0.00,1,1012.8,990.7,24,10.6
2023-04-17T17:00,24.3,50,23.3,0.00,0,1012.5,990.3,19,13.5
2023-04-17T18:00,22.8,62,23.0,0.00,1,1012.1,989.9,27,10.6
2023-04-17T19:00,20.4,63,20.0,0.00,1,1012.0,989.6,28,9.8
2023-04-17T20:00,18.8,61,17.8,0.00,0,1012.2,989.6,17,9.4
2023-04-17T21:00,16.9,69,16.1,0.00,0,1012.5,989.8,14,7.7
2023-04-17T22:00,15.2,78,14.6,0.00,0,1012.3,989.5,0,7.4
2023-04-17T23:00,13.3,85,12.6,0.00,0,1011.9,988.9,0,7.1
2023-04-18T00:00,12.2,83,11.2,0.00,0,1011.4,988.3,1,5.7
2023-04-18T01:00,10.9,85,9.3,0.00,0,1011.2,988.0,7,8.0
2023-04-18T02:00,14.3,49,10.7,0.00,1,1011.0,988.1,26,15.1
2023-04-18T03:00,15.5,36,10.9,0.00,1,1010.6,987.8,30,18.1
2023-04-18T04:00,15.0,39,10.4,0.00,1,1010.6,987.8,30,17.9
2023-04-18T05:00,14.3,38,9.6,0.00,0,1010.7,987.8,1,17.6
2023-04-18T06:00,13.7,38,8.9,0.00,0,1011.0,988.1,2,17.9
2023-04-18T07:00,13.9,43,9.5,0.00,0,1011.1,988.2,1,17.8
2023-04-18T08:00,15.8,46,12.0,0.00,0,1011.1,988.3,5,16.2
2023-04-18T09:00,17.6,46,14.0,0.00,0,1011.0,988.4,6,17.3
2023-04-18T10:00,19.2,42,15.9,0.00,0,1011.2,988.7,9,19.1
2023-04-18T11:00,20.8,41,18.5,0.00,0,1010.9,988.5,18,18.1
2023-04-18T12:00,22.4,37,20.9,0.00,1,1010.1,987.9,22,16.6
2023-04-18T13:00,23.4,35,22.7,0.00,1,1009.5,987.3,26,13.1
2023-04-18T14:00,24.0,33,24.1,0.00,0,1009.2,987.1,19,6.8
